2025-04-14 20:51:33 | INFO | Region selected for Slot 6: Region(left=1010.10546875, top=372.16796875, width=133.375, height=63.9375)
2025-04-14 20:51:33 | INFO | Settings saved to /Users/admin/Documents/AutoProject/GEN-HP/config/settings.json
2025-04-14 20:51:33 | INFO | Regions saved to /Users/admin/Documents/AutoProject/GEN-HP/config/regions.json
2025-04-14 20:51:33 | INFO | Slot 6 region selected
2025-04-14 20:51:35 | INFO | Script started
2025-04-14 20:51:47 | DEBUG | Settings window opened
2025-04-14 20:51:51 | DEBUG | Stop signal received
2025-04-14 20:51:51 | INFO | Script stopped
2025-04-14 20:51:52 | INFO | Script started
2025-04-14 20:51:53 | DEBUG | Stop signal received
2025-04-14 20:51:53 | INFO | Script stopped
2025-04-14 20:51:53 | INFO | Script started
2025-04-14 20:51:54 | DEBUG | Stop signal received
2025-04-14 20:51:54 | INFO | Application closed
2025-04-14 20:52:14 | ERROR | Failed to load or parse settings file /Users/admin/Documents/AutoProject/GEN-HP/config/settings.json: Invalid slot or delay. Using default settings.
2025-04-14 20:52:15 | INFO | Settings saved to /Users/admin/Documents/AutoProject/GEN-HP/config/settings.json
2025-04-14 20:52:15 | INFO | Regions saved to /Users/admin/Documents/AutoProject/GEN-HP/config/regions.json
2025-04-14 20:52:15 | DEBUG | AutomationCore initialized with debug=True
2025-04-14 20:52:15 | INFO | MainWindow initialized
2025-04-14 20:52:19 | INFO | Application closed
